id,segment,gamecategory,subgamecategory,bundle,created,shift,oblast,city,os,osv,segment_predict
16444,4,,,com.playstrom.dop2,2021-08-04 17:22:37,MSK,Москва,Москва,android,10.0.0,4
16449,4,Games,Puzzle,com.playrix.fishdomdd.gplay,2021-09-20 19:24:47,MSK,Москва,Москва,android,10.0,5
16450,3,Games,Role Playing,740737088,2021-07-10 21:15:51,MSK,Москва,Москва,ios,14.4,4
16458,4,Games,Arcade,net.apex_designs.payback2,2021-08-07 10:48:27,,,,android,10.0,5
16459,4,,,com.fugo.wow,2021-07-06 08:16:16,MSK,Московская область,Наро-Фоминск,Android,9.0.0,4
16468,4,,,com.easygames.race,2021-09-15 08:14:46,MSK,Тульская область,Тула,android,7.0.0,4
16482,5,Games,Racing,com.easygames.race,2021-09-16 10:59:10,MSK,Краснодарский край,Краснодар,android,11.0,3
16822,5,Games,Strategy,com.gma.idle.millitary,2021-09-15 12:46:49,MSK,Москва,Москва,android,9.0,3
16499,5,Games,Simulation,com.uncosoft.carengine,2021-09-18 10:19:17,,,,android,11.0,3
16500,5,,,pop.puzzle.bubble,2021-08-07 09:43:28,MSK+9,Камчатский край,Петропавловск-Камчатский,android,9,5
16503,3,Games,Casual,com.pronetis.ironball2,2021-09-17 08:27:09,,Коми,Усинск,android,10.0,5
16512,5,Games,Casual,com.rovio.baba,2021-09-18 17:22:12,MSK,Пензенская область,Пенза,android,10.0,5
16522,4,Games,Action,com.edkongames.ww2,2021-08-03 19:58:20,MSK+2,Башкортостан,Уфа,android,11.0,4
16523,3,Games,Sports,1435807944,2021-08-08 07:28:03,MSK,Москва,Москва,ios,14.7.1,5
16525,4,,,se.maginteractive.quizduel2,2021-07-09 09:52:06,MSK,Москва,Москва,android,11.0.0,5
16529,4,,,com.glu.zbs,2021-08-08 08:37:45,MSK,Москва,Москва,android,10.0.0,4
16534,5,,,zego.funnyman.puzzle.choice.story,2021-08-02 08:13:16,MSK,Татарстан,Казань,android,11.0.0,5
16557,5,Games,Action,com.zeptolab.cats.google,2021-09-16 19:01:46,MSK,Москва,Москва,android,10.0,1
16559,3,Games,Simulation,com.painter.cutandpaint,2021-09-16 19:40:03,MSK,Московская область,Хотьково,android,10.0,5
16566,1,,,com.gma.ball.sort.color.water.puzzle,2021-07-06 16:53:03,MSK+3,Новосибирская область,Новосибирск,android,11.0.0,5
16569,1,,,com.tencent.iglite,2021-07-08 08:22:48,,,,android,10,5
16572,3,Games,Action,com.byril.seabattle2,2021-07-08 15:00:07,MSK,Москва,Москва,android,10.0,4
16575,4,Games,Arcade,net.apex_designs.payback2,2021-08-05 11:09:58,MSK,Санкт-Петербург,Санкт-Петербург,android,8.1.0,3
16587,4,,,wp.wattpad,2021-07-10 17:08:59,,,,Android,11.0.0,5
16610,2,Applications,Tools,com.karolinaaleksandrova.fastramcleaner,2021-09-19 05:19:58,MSK+2,Ханты-Мансийский АО,Сургут,android,11.0,5
16613,3,,,com.noxgroup.game.pinrescue.android,2021-07-05 17:37:40,MSK,Москва,Москва,android,5.1.1,5
16619,3,Games,Puzzle,com.gramgames.mergemagic,2021-07-10 06:47:31,MSK,Брянская область,Брянск,android,10.0,3
16620,5,Games,Casino,com.murka.slotsera,2021-08-03 09:10:04,MSK+1,Самарская область,Самара,android,7.0,3
16621,5,Games,Action,com.trymygames.snake.arena,2021-09-15 08:38:04,MSK+4,Кемеровская область,Мыски,android,8.0.0,4
16632,4,Games,Action,freeplay.crowdrun.com,2021-07-06 19:09:54,MSK,Ростовская область,Ростов-на-Дону,android,10.0,5
16634,3,,,com.and.brainrush,2021-07-07 14:45:49,MSK,Нижегородская область,Семёнов,android,10,4
16640,3,,,com.gamebility.onet,2021-08-05 18:26:10,MSK,Москва,Москва,android,8.0.0,3
16651,5,Games,Casual,com.merge2248.chipup.ru,2021-08-08 10:16:47,MSK+2,Свердловская область,Екатеринбург,android,9.0,5
16652,3,Applications,Education,com.duolingo,2021-08-03 18:07:45,MSK+2,Ямало-Ненецкий АО,Новый Уренгой,android,9.0,5
16687,5,Games,Board,com.averyfit.backgammon,2021-08-03 06:53:53,MSK+2,Башкортостан,Уфа,android,6.0,3
16688,5,Games,Action,com.funnii.robotsuper.offlinegames,2021-09-17 07:03:05,MSK,Саратовская область,Саратов,android,11.0,5
16689,3,Games,Strategy,bubble.shooter.exxtreme,2021-08-04 10:09:53,MSK+5,Иркутская область,Братск,android,8.1.0,4
16690,5,,,com.crazylabs.monster.high,2021-08-04 15:01:20,MSK+2,Пермский край,Пермь,android,9,3
16719,5,Games,Role Playing,com.nekki.shadowfight3,2021-09-17 04:56:29,MSK+3,Алтайский край,Рубцовск,android,10.0,5
16724,5,Games,Simulation,com.hyperbeard.adorablehome,2021-09-17 18:40:47,MSK+5,Иркутская область,Иркутск,android,10.0,5
16725,5,Games,Action,com.criticalforceentertainment.criticalops,2021-09-18 07:03:32,MSK+4,Кемеровская область,,android,11.0,4
16729,4,,,com.unicostudio.whois,2021-07-09 18:36:07,MSK,Санкт-Петербург,Санкт-Петербург,android,9.0.0,5
16746,4,Applications,Health & Fitness,com.pedometer.stepcounter.tracker,2021-08-02 10:42:16,MSK+2,Свердловская область,Екатеринбург,android,11.0,4
16747,3,Applications,Productivity,fancyclean.boost.antivirus.junkcleaner,2021-09-15 05:27:43,MSK,Татарстан,Казань,android,11.0,5
16758,4,Games,Role Playing,com.nexters.herowars,2021-07-05 14:34:47,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,5
16760,2,,,com.my.evolution2,2021-09-18 07:58:04,MSK,Воронежская область,Воронеж,android,9.0.0,5
16761,4,,,com.barsstudios.craftheim,2021-09-16 10:58:46,MSK,Ростовская область,Ростов-на-Дону,android,11.0.0,4
16767,4,Applications,Music & Audio,com.download.music_vk,2021-09-17 23:38:23,MSK+2,Свердловская область,Екатеринбург,android,6.0,5
16771,5,Games,Arcade,com.champion.cubes,2021-09-16 04:51:25,MSK+7,Приморский край,Владивосток,android,11.0,4
16786,3,Games,Role Playing,1300588558,2021-07-07 10:13:50,MSK+3,Новосибирская область,Новосибирск,ios,14.4.2,3
16797,3,Games,Strategy,net.wargaming.wot.blitz,2021-09-20 11:54:48,MSK,Татарстан,Казань,android,9.0,5
16803,5,Games,Puzzle,com.superbox.aos.jewelsjungle,2021-09-16 11:09:50,MSK,Воронежская область,Воронеж,android,9.0,5
16812,5,Games,Casual,1529890250,2021-08-05 04:27:37,MSK+7,Саха (Якутия),Якутск,ios,14.6,3
16815,5,Games,Casual,com.MelsoftGames.FamilyIslandFarm,2021-08-03 14:51:37,MSK+2,Ханты-Мансийский АО,Сургут,android,11.0,4
16823,3,Games,Puzzle,1195621598,2021-07-10 22:21:53,MSK,Москва,Москва,ios,14.6,3
16832,5,,,ru.androidtools.djvureaderdocviewer,2021-08-03 11:23:30,MSK,Астраханская область,Астрахань,android,8.0.0,3
16837,5,Games,Puzzle,com.easybrain.find.the.difference,2021-08-04 10:28:09,MSK+2,Свердловская область,Екатеринбург,android,9.0,3
16845,5,Games,Racing,com.freegames.mountaincardriving,2021-09-16 08:04:05,,,,android,6.0,5
16846,3,Games,Action,com.chaloapps.memeswars,2021-09-17 13:34:05,MSK+1,Самарская область,Тольятти,android,4.4.4,5
16848,4,Games,Board,1217925171,2021-07-06 21:33:11,MSK,Московская область,Котельники,ios,14.6,5
16864,4,Games,Arcade,com.alien.shooter.galaxy.attack,2021-09-17 09:45:57,MSK,Москва,Москва,android,9.0,3
16867,4,Games,Strategy,net.wargaming.wot.blitz,2021-08-04 17:31:36,MSK+2,Башкортостан,Уфа,android,10.0,3
16876,3,,,com.mytona.cookingdiary.android,2021-08-02 19:44:41,MSK,Ярославская область,Ярославль,android,5.1.1,5
16882,5,Games,Family,1517594834,2021-09-19 19:32:30,MSK,Нижегородская область,Нижний Новгород,ios,14.6,4
16887,2,Games,Board,com.pixel.art.coloring.color.number,2021-09-18 08:32:27,,,,android,10.0,5
16888,5,Shopping,None,1016489154,2021-09-18 12:11:48,MSK,Липецкая область,Елец,ios,14.7.1,4
16900,4,,,com.playsidestudios.animal,2021-09-18 12:10:38,MSK,Дагестан,Кизилюрт,android,9.0.0,5
16903,3,Games,Word,com.fanatee.noodles,2021-08-05 12:11:14,MSK+2,Свердловская область,Екатеринбург,android,11.0,5
16908,5,Games,Music,com.amanotes.pamacitygangster3d,2021-08-03 14:12:52,MSK+2,Курганская область,Курган,android,10.0,5
16931,4,Games,Card,com.gsoftteam.spidersolitairemobile,2021-08-03 21:29:27,MSK+1,Удмуртия,Ижевск,android,8.1.0,3
16938,3,Games,Racing,com.ea.game.nfs14_row,2021-09-18 11:21:46,MSK+2,Тюмень,Тюмень,android,8.1.0,5
16939,5,Shopping,None,1016489154,2021-09-16 11:41:21,MSK,Москва,Москва,ios,14.7.1,4
16948,4,,,com.Shooter.ModernWarships,2021-08-02 10:02:50,MSK+1,Самарская область,Самара,android,10,3
16960,3,,,com.openmygame.games.android.wordpizza,2021-07-05 12:43:40,,,,Android,10,5
16972,4,Games,Arcade,com.bricksbreaker.balls.crusher.bricks,2021-08-05 05:51:33,MSK+3,Новосибирская область,Новосибирск,android,10.0,4
16978,3,Games,Puzzle,easy.sudoku.puzzle.solver.free,2021-08-08 11:42:06,MSK,Санкт-Петербург,Санкт-Петербург,android,8.1.0,3
16979,1,,,com.fugo.wow,2021-07-08 15:23:46,MSK,Москва,Москва,Android,9.0.0,4
16984,5,Games,Strategy,com.joycity.potc,2021-08-02 13:47:19,MSK-1,Калининградская область,Калининград,android,10.0,4
16986,5,Games,Puzzle,com.puzzle.merge,2021-09-15 20:03:05,MSK,Татарстан,Казань,android,10.0,1
16991,5,,,com.openmygame.games.android.wordpizza,2021-08-06 07:28:03,MSK+2,Оренбургская область,Оренбург,android,8.1.1,5
16994,5,Games,Action,com.chaloapps.strikefortressbox,2021-08-04 02:33:56,MSK+2,Ханты-Мансийский АО,Нягань,android,10.0,3
16998,5,Games,Puzzle,com.belkatechnologies.clockmaker,2021-09-18 13:19:58,MSK,Волгоградская область,Волгоград,android,10.0,3
17006,4,Games,Simulation,com.cookapps.redesignstar.homemakeover,2021-08-02 10:20:02,MSK,Москва,Москва,android,10.0,5
17010,4,,,com.merge.cube.winner,2021-08-05 16:57:25,,,,android,9.0.0,3
17016,2,,,com.pixel.gun3d,2021-09-17 14:06:19,MSK,Московская область,Люберцы,android,10.0.0,4
17025,4,,,com.tummygames.sliceit,2021-08-03 15:21:43,,,,android,8.1.0,3
17027,3,Applications,Entertainment,video.reface.app,2021-09-19 22:55:31,MSK,Москва,Москва,android,11.0,5
17028,3,,,com.spacegame.basic5,2021-07-05 06:02:52,MSK+2,Башкортостан,Стерлитамак,Android,8.1,4
17043,3,Games,Role Playing,1300588558,2021-07-11 05:14:43,,,,ios,14.6,5
17051,4,,,com.axlebolt.standoff2,2021-09-15 13:50:59,MSK,Мордовия,Саранск,Android,11,3
17058,5,Games,Puzzle,com.fidgettrading.game,2021-08-03 13:34:19,MSK,Москва,Москва,android,10.0,4
17077,5,,,com.tencent.iglite,2021-08-08 06:15:18,MSK+5,Бурятия,Улан-Удэ,android,8.0.0,5
17079,4,,,app.kryds.android,2021-09-19 22:42:18,MSK,Ставрополье,Ставрополь,android,10.0.0,4
17092,5,Games,Casual,com.merge.cube.winner,2021-09-17 09:39:22,MSK+2,Башкортостан,Уфа,android,9.0,4
17094,3,Games,Simulation,1560113405,2021-09-15 10:49:06,MSK+2,Ханты-Мансийский АО,Сургут,ios,14.7.1,5
17098,2,Games,Card,net.elvista.kozel,2021-09-19 04:05:16,MSK,Краснодарский край,Краснодар,android,8.1.0,5
17100,3,Games,Card,com.easybrain.solitaire.klondike.free,2021-08-08 17:11:15,,,,android,11.0,3
17111,3,Games,Action,com.zeptolab.cats.google,2021-08-08 16:52:15,MSK,Москва,Москва,android,10.0,4
17117,4,Games,Word,me.incrdbl.android.wordbyword,2021-08-05 15:34:28,MSK+2,Тюмень,Тюмень,android,11.0,4
17118,3,,,com.iposedon.bricksbreakerballs,2021-07-06 15:14:44,MSK,Москва,Москва,Android,10,3
17134,5,Games,Action,com.axlebolt.standoff2,2021-08-03 15:12:04,MSK,Краснодарский край,Анапа,android,11.0,2
17149,5,Applications,Social,com.topface.topface,2021-08-04 09:35:54,MSK,Санкт-Петербург,Санкт-Петербург,android,11.0,2
17152,5,Games,Card,com.tomato.pasbayan,2021-09-18 07:35:13,MSK,Москва,Москва,android,6.0,1
17175,3,Games,Simulation,com.yourstoryinteractive.sails.pirate.adventure,2021-08-06 18:15:44,MSK,Воронежская область,Воронеж,android,9.0,3
17193,5,Games,Puzzle,com.HyperMonkGames.ParkingTow,2021-09-17 20:13:46,MSK,Москва,Москва,android,11.0,4
17197,5,Games,Arcade,com.karimcastagnini.castlestorm,2021-09-20 05:42:27,MSK,Москва,Москва,android,8.0.0,3
17200,3,Games,Action,com.futureplay.battleground,2021-09-16 13:11:50,MSK+3,Омская область,Омск,android,10.0,5
17204,5,Games,Puzzle,com.tippytap.yoga,2021-08-03 06:13:07,MSK,Рязанская область,Касимов,android,9.0,3
17208,3,Games,Casual,com.sukhavati.gotoplaying.bubble.BubbleShooter.mint,2021-08-02 19:45:16,MSK,Ставрополье,Ставрополь,android,10.0,3
17215,3,Games,Strategy,com.rockbite.deeptown,2021-07-09 06:24:46,MSK,Смоленская область,Смоленск,android,11.0,4
17219,3,,,com.vizorapps.mahjong,2021-08-07 23:14:39,MSK+2,Тюмень,Тюмень,android,9.0.0,5
17227,5,,,com.dancing.smash.hop.game.tiles.circles.beat.paino,2021-08-04 01:20:05,MSK,Москва,Москва,android,10.0.0,4
17242,3,Games,Adventure,1505041919,2021-07-08 17:32:35,MSK,Москва,Москва,ios,14.6,5
17280,5,Games,Action,com.nekki.shadowfight,2021-08-03 14:41:50,MSK,Краснодарский край,Краснодар,android,11.0,4
17281,3,Games,Word,com.openmygame.games.android.wordpizza,2021-08-03 09:49:21,MSK,Краснодарский край,,android,10.0,3
17289,5,Games,Puzzle,com.bigcake.android.mergemania,2021-08-03 13:01:17,MSK,Москва,Москва,android,10.0,4
17295,5,Games,Word,com.cloudycastlegames.wordline,2021-09-16 18:05:43,MSK+2,Челябинская,Челябинск,android,9.0,5
17305,3,Games,Simulation,it.rortos.realflight,2021-07-06 08:15:56,MSK+3,Алтайский край,Барнаул,android,9.0,5
17313,4,Games,Puzzle,com.zynga.pottermatch,2021-07-11 15:55:49,MSK,Москва,Москва,android,11.0,3
17326,3,,,com.cg.fanofguns,2021-09-19 14:16:17,MSK,Дагестан,Махачкала,Android,9,5
17337,3,,,1576885656,2021-09-19 14:25:46,MSK,Москва,Москва,iOS,14.7.1,5
17344,5,Games,Puzzle,puzzle.blockpuzzle.cube.relax,2021-08-04 13:45:39,MSK,Чувашия,Чебоксары,android,7.0,3
17346,5,Lifestyle,None,351331194,2021-09-18 17:52:01,MSK+3,Томская область,Северск,ios,13.1.3,4
17347,3,Games,Puzzle,com.crooto.loe,2021-09-18 17:00:23,MSK,Владимирская область,Александров,android,10.0,5
17348,5,,,com.hotheadgames.google.free.survivors,2021-08-02 14:26:09,,,,android,9.0.0,3
17360,4,,,video.reface.app,2021-08-04 18:28:46,MSK,Воронежская область,Воронеж,android,8.1.0,5
17404,4,Games,Casual,gg.sunday.catescape,2021-07-11 11:20:15,MSK,Краснодарский край,Краснодар,android,9.0,5
17414,5,Applications,Tools,com.pdf.viewer.pdfreader,2021-08-04 14:47:25,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,5
17417,4,Applications,Dating,com.badoo.mobile,2021-07-10 17:04:19,MSK,Санкт-Петербург,Санкт-Петербург,android,9.0,4
17418,3,Games,Puzzle,com.gma.water.sort.puzzle,2021-07-09 15:16:23,MSK,Москва,Москва,android,11.0,5
17419,3,Games,Action,com.hgamesart.tanosman,2021-09-17 15:14:04,MSK+3,Новосибирская область,Новосибирск,android,9.0,5
17426,3,Games,Puzzle,com.red.blue.imposter,2021-08-04 13:57:57,MSK+2,Тюмень,Тюмень,android,11.0,3
17430,5,Games,Puzzle,654661008,2021-09-15 19:33:07,MSK+2,Башкортостан,Никифарово,ios,14.7.1,3
17451,3,,,com.bestheart.gemsjewels.junglepuzzlegame,2021-07-09 23:12:57,MSK,Татарстан,Чистополь,android,7.1.2,5
17454,5,Games,Role Playing,com.gamesture.questland,2021-09-19 02:28:26,MSK+9,Камчатский край,Вилючинск,android,9.0,5
17463,4,Games,Board,com.pixel.art.coloring.color.number,2021-09-20 21:24:37,MSK+2,Оренбургская область,Оренбург,android,10.0,4
17465,5,Games,Racing,com.PiguinSoft.CafeRacer,2021-08-04 15:23:51,MSK,Татарстан,Казань,android,10.0,4
17469,3,,,com.pronetis.ironball2,2021-08-06 07:05:17,MSK+5,Бурятия,Улан-Удэ,android,10.0.0,5
17470,3,Applications,Weather,com.grand.jail.prison.escape,2021-07-09 19:34:20,MSK,Ставрополье,Ставрополь,android,9.0,4
17472,4,,,com.outfit7.mytalkingangela2,2021-08-04 13:28:38,MSK,Ульяновская область,Ульяновск,Android,10,3
17487,5,Games,Action,com.feelingtouch.zfsniper,2021-09-18 08:24:37,MSK+2,Башкортостан,Уфа,android,10.0,4
17489,5,Applications,Books & Reference,ru.litres.android.readfree,2021-09-18 03:44:31,,,,android,11.0,3
17498,5,Games,Board,onext.boombox,2021-08-02 16:07:41,MSK,Санкт-Петербург,Санкт-Петербург,android,11.0,4
17509,3,,,com.droidhang.tdm.gp,2021-09-15 12:25:35,,,,android,9.0.0,3
17521,5,Applications,Books & Reference,ru.litres.android.readfree,2021-08-05 08:07:05,MSK+1,Самарская область,Самара,android,8.1.0,5
17530,3,Applications,Shopping,com.allgoritm.youla,2021-09-18 19:38:54,MSK,Татарстан,Казань,android,10.0,5
18298,5,Games,Casual,com.go7game.jewelclassic,2021-09-20 08:31:12,MSK,Москва,Москва,android,11.0,3
17554,4,Games,Casual,com.phonemaster.jewelhunter,2021-07-05 13:59:46,,,,android,11.0,4
17556,3,Lifestyle,None,351331194,2021-07-06 00:32:29,MSK,Белгородская область,Старый Оскол,ios,14.6,3
17561,5,,,com.ivolgamus.dating,2021-08-02 16:32:40,MSK,Москва,Москва,android,7.1.1,5
17562,3,,,com.traffic.control,2021-08-05 09:14:10,MSK,Краснодарский край,Краснодар,android,10.0.0,5
17572,3,Games,Simulation,1577193350,2021-09-17 17:42:51,MSK+2,Ямало-Ненецкий АО,Губкинский,ios,14.7.1,2
17583,5,Applications,Tools,com.avast.android.mobilesecurity,2021-09-16 16:51:44,MSK+2,Ханты-Мансийский АО,Сургут,android,11.0,4
17588,5,Games,Word,com.fingerlab.word.blockpuzzles,2021-09-20 19:22:59,MSK,Санкт-Петербург,Санкт-Петербург,android,11.0,2
17591,5,Games,Puzzle,com.constructor.games,2021-08-05 07:18:41,MSK+6,Забайкальский Край,Чита,android,9.0,3
17601,3,,,art.color.planet.paint.by.number.game.puzzle.free,2021-07-10 19:16:39,MSK,Чечня,Грозный,android,10.0.0,3
17616,3,Games,Puzzle,com.smallgiantgames.empires,2021-09-15 06:06:15,MSK,Ростовская область,Ростов-на-Дону,android,11.0,3
17625,5,Games,Role Playing,com.pz.life.android,2021-08-02 16:53:36,MSK,Ставрополье,Ставрополь,android,8.1.0,3
17632,5,,,com.orangeapps.piratetreasure,2021-08-03 15:11:41,,,,android,9,3
17634,4,,,com.easybrain.art.puzzle,2021-07-11 10:25:56,MSK+1,Удмуртия,Ижевск,Android,9.0.0,4
17635,5,Games,Puzzle,com.block.jigsaw.puzzle.gallery,2021-08-03 10:08:31,MSK,Краснодарский край,Сочи,android,8.1.0,3
17638,4,Games,Action,by.RTSR.a4robbery,2021-08-04 19:05:54,MSK+1,Самарская область,Самара,android,9.0,3
17641,5,Games,Simulation,com.redcell.goldandgoblins,2021-09-19 05:33:43,MSK+2,Свердловская область,Екатеринбург,android,10.0,5
17651,4,,,com.gamepie.airpolice,2021-08-04 17:38:10,MSK+2,Башкортостан,Стерлитамак,android,10.0.0,5
17671,5,Games,Trivia,com.xmonetize.quizzland,2021-09-19 16:17:05,,,,android,8.0.0,4
17695,3,,,com.applife.mergedecor,2021-08-04 20:10:50,MSK+1,Самарская область,Самара,android,11.0.0,5
17707,3,Games,Simulation,com.yourstoryinteractive.sails.pirate.adventure,2021-07-06 11:33:02,MSK,Москва,Москва,android,10.0,5
17710,4,,,com.tinyco.potter,2021-08-03 09:01:44,MSK,Москва,Москва,android,11.0.0,4
17723,4,,,com.fugo.wow,2021-07-09 11:16:18,MSK,Москва,Москва,Android,10.0.0,5
17725,3,Games,Music,com.dancing.smash.hop.game.tiles.circles.beat.piano.beatracing,2021-09-19 15:18:54,MSK+7,Приморский край,Владивосток,android,10.0,5
17728,4,,,linkdesks.classicsolitaire.klondike.cardgames,2021-08-03 05:23:17,MSK+5,Бурятия,Улан-Удэ,android,8.1.1,5
17733,5,Games,Casual,com.fire.water.stickman.animation,2021-08-03 13:08:56,MSK,Татарстан,Казань,android,8.1.0,4
17749,4,,,com.Pizia.VoodooDoll,2021-08-03 17:06:49,MSK+3,Омская область,Омск,android,9.0.0,5
17759,5,Games,Puzzle,com.block.puzzle.game.wooden,2021-08-03 12:22:36,MSK+3,Новосибирская область,Новосибирск,android,9.0,4
17763,3,Games,Strategy,com.awesomepiece.castle,2021-07-08 06:14:12,MSK+5,Иркутская область,Иркутск,android,10.0,4
17770,5,Games,Puzzle,com.puzzle.numbertiles,2021-08-02 14:42:13,,,,android,8.0.0,2
17775,3,Games,Puzzle,1117841866,2021-09-20 10:24:42,MSK,Нижегородская область,Нижний Новгород,ios,14.7.1,5
17777,5,,,com.videoshop.app,2021-08-06 02:21:02,MSK,Москва,Москва,android,10,5
17790,5,Games,Strategy,net.wargaming.wot.blitz,2021-09-16 18:50:11,MSK,Татарстан,Казань,android,10.0,3
17793,4,,,com.outfit7.mytalkingangela2,2021-08-04 15:00:42,MSK+4,Кемеровская область,Кемерово,android,9.0.0,3
17798,4,,,com.fungames.blockcraft,2021-09-18 14:07:40,MSK,Санкт-Петербург,Санкт-Петербург,Android,11,3
17818,3,Games,Simulation,com.devgames.flight.simulator.airplane,2021-09-15 13:10:23,MSK,Москва,Москва,android,9.0,5
17819,2,Games,Arcade,com.stego.hotelelevator,2021-09-16 10:24:09,MSK,Краснодарский край,Краснодар,android,10.0,5
17839,1,,,com.Seriously.BestFiends,2021-09-20 12:59:28,MSK,Краснодарский край,Мингрельская,android,10.0.0,5
17841,5,Games,Card,ru.playvision.durak,2021-08-04 09:54:35,MSK+6,Забайкальский Край,Чита,android,9.0,3
17849,4,Games,Casual,com.kooapps.stackybirdandroid,2021-08-03 17:35:35,MSK,Татарстан,Казань,android,10.0,5
17859,4,,,com.openmygame.games.android.wordpizza,2021-08-04 17:31:02,MSK+2,Пермский край,Пермь,android,5.0.0,4
17866,5,,,shoot.extreme,2021-08-07 07:46:52,MSK,Москва,Москва,android,10.0.0,5
17871,3,Games,Simulation,com.crazylabs.tie.dye.art,2021-07-06 20:39:43,MSK,Краснодарский край,Краснодар,android,10.0,5
17879,4,Games,Puzzle,com.gma.water.sort.puzzle,2021-07-08 20:41:06,MSK,Волгоградская область,Волгоград,android,10.0,5
17882,5,Games,Simulation,lets.survive.apocalypse.survival,2021-08-07 09:56:15,MSK,Краснодарский край,Крымск,android,9.0,3
17886,5,Games,Simulation,com.yourstoryinteractive.sails.pirate.adventure,2021-09-19 12:28:49,MSK,Татарстан,Казань,android,10.0,5
17913,3,Games,Puzzle,com.easybrain.sudoku.android,2021-07-07 09:59:47,MSK,Ростовская область,Ростов-на-Дону,android,10.0,3
17920,3,Games,Casual,com.nordcurrent.fashion,2021-07-11 00:56:44,MSK,Дагестан,Махачкала,android,8.1.0,4
17924,3,Games,Puzzle,com.smallgiantgames.empires,2021-08-04 21:49:28,MSK,Москва,Москва,android,11.0,4
17933,5,Games,Casual,com.twentypercent.hideandseek,2021-08-02 16:08:59,MSK+4,Кемеровская область,Кемерово,android,10.0,5
17938,5,Games,Arcade,com.hyperfrukt.surfingblocks,2021-09-19 06:12:49,MSK+2,Свердловская область,Екатеринбург,android,11.0,4
17940,4,Games,Action,com.ohmgames.knockdolls,2021-07-06 06:49:59,MSK+5,Иркутская область,Иркутск,android,10.0,4
17943,4,Games,Casual,com.spacegame.homedesign,2021-08-04 07:54:31,MSK+2,Свердловская область,Екатеринбург,android,10.0,5
17949,5,Games,Puzzle,com.gma.water.sort.puzzle,2021-09-15 12:12:06,MSK+2,Свердловская область,Екатеринбург,android,10.0,3
17956,4,Games,Arcade,com.games.bottle,2021-08-03 17:19:05,MSK,Московская область,Красногорск,android,10.0,4
17974,3,Games,Puzzle,com.smallgiantgames.empires,2021-07-08 19:27:16,MSK,Санкт-Петербург,Санкт-Петербург,android,11.0,5
17993,4,Applications,Social,com.topface.topface,2021-08-02 11:19:45,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0,3
18004,3,Games,Music,com.amanotes.jumping.man,2021-09-20 13:37:19,MSK+2,Челябинская,Челябинск,android,9.0,4
18008,3,,,com.my.hc.rpg.kingdom.simulator,2021-08-02 07:34:04,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0.0,3
18011,3,Games,Casual,1441643806,2021-09-17 13:56:19,MSK,Ростовская область,Ростов-на-Дону,ios,14.4,5
18012,3,Games,Action,com.hit.master,2021-07-08 08:59:16,MSK+2,Челябинская,,android,7.0,5
18018,3,Games,Puzzle,com.easybrain.jigsaw.puzzles,2021-09-16 09:49:10,MSK,Ростовская область,Ростов-на-Дону,android,10.0,3
18034,5,Applications,Video Players & Editors,com.beautyvideo.photovideomaker.videoshow,2021-09-16 06:54:23,MSK,Москва,Москва,android,9.0,3
18043,4,,,cc.lionstudios.mergelife,2021-09-18 13:39:10,MSK,Санкт-Петербург,Санкт-Петербург,android,10.0.0,4
18060,3,Games,Arcade,com.freeplay.runandfight,2021-09-17 07:05:35,MSK+5,Иркутская область,Иркутск,android,10.0,2
18072,4,,,com.clovergames.lordofheroes,2021-07-07 08:49:27,MSK+4,Кемеровская область,Кемерово,android,11,2
18073,5,,,zombie.survival.dead.shooting,2021-08-02 16:34:38,MSK+2,Башкортостан,Уфа,android,9.0.0,5
18084,5,Games,Board,com.pixel.art.coloring.color.number,2021-08-03 10:22:25,MSK+2,Ямало-Ненецкий АО,Новый Уренгой,android,11.0,5
18085,5,Applications,Shopping,com.allgoritm.youla,2021-09-18 06:39:09,MSK+7,Саха (Якутия),Якутск,android,11.0,5
18090,5,Games,Puzzle,easy.killer.sudoku.puzzle.solver.free,2021-08-02 15:30:47,MSK,Нижегородская область,Нижний Новгород,android,10.0,5
18092,4,,,com.fugo.wow,2021-07-08 14:59:02,,,,Android,10.0.0,4
18098,3,Games,Trivia,com.submarineapps.mill,2021-08-03 13:59:00,MSK,Москва,Москва,android,9.0,5
18103,5,Games,Puzzle,com.easybrain.sudoku.android,2021-08-02 14:36:39,MSK,Санкт-Петербург,Санкт-Петербург,android,9.0,3
18104,5,Applications,Books & Reference,com.GuideForHotWheelsRaceOff.HotWheels,2021-08-03 12:35:00,MSK,Краснодарский край,Краснодар,android,9.0,3
18115,5,Games,Word,com.fingerlab.word.blockpuzzles,2021-08-03 14:36:22,MSK,Москва,Москва,android,8.1.0,5
18140,4,,,com.openmygame.games.android.wordsearchsea,2021-07-07 06:37:58,,,,Android,5.1,5
18153,3,Games,Puzzle,com.onegame.tomcatbubbleshooter,2021-09-19 17:50:11,MSK+2,Свердловская область,Екатеринбург,android,10.0,1
18166,4,Games,Casual,com.merge2248.chipup.ru,2021-07-08 14:20:35,MSK,Ставрополье,Безопасное,android,10.0,5
